ID,wav,wav_format,duration,language 
14427,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_156\common_voice_mn_18829290.wav,.wav,4.104,Mangolian
14428,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_156\common_voice_mn_18829292.wav,.wav,4.584,Mangolian
14429,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_157\common_voice_mn_18584763.wav,.wav,7.08,Mangolian
14430,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_157\common_voice_mn_18594224.wav,.wav,4.8,Mangolian
14431,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_157\common_voice_mn_18594228.wav,.wav,4.152,Mangolian
14432,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_158\common_voice_mn_18586159.wav,.wav,5.976,Mangolian
14433,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_158\common_voice_mn_18586160.wav,.wav,7.464,Mangolian
14434,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_158\common_voice_mn_18586162.wav,.wav,4.944,Mangolian
14435,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_159\common_voice_mn_18681190.wav,.wav,6.936,Mangolian
14436,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_159\common_voice_mn_18681940.wav,.wav,3.576,Mangolian
14437,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_159\common_voice_mn_18681941.wav,.wav,3.744,Mangolian
14438,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_160\common_voice_mn_19492667.wav,.wav,4.416,Mangolian
14439,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_160\common_voice_mn_19492675.wav,.wav,4.944,Mangolian
14440,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_160\common_voice_mn_19492676.wav,.wav,4.224,Mangolian
14441,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_161\common_voice_mn_18587378.wav,.wav,3.288,Mangolian
14442,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_161\common_voice_mn_18587418.wav,.wav,4.248,Mangolian
14443,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_161\common_voice_mn_18595558.wav,.wav,2.256,Mangolian
14444,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_162\common_voice_mn_18586831.wav,.wav,5.784,Mangolian
14445,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_162\common_voice_mn_18586832.wav,.wav,3.936,Mangolian
14446,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_162\common_voice_mn_18586833.wav,.wav,5.496,Mangolian
14447,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_163\common_voice_mn_18694145.wav,.wav,3.936,Mangolian
14448,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_163\common_voice_mn_18694150.wav,.wav,6.984,Mangolian
14449,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_163\common_voice_mn_18694163.wav,.wav,5.616,Mangolian
14450,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_164\common_voice_mn_18594610.wav,.wav,8.904,Mangolian
14451,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_164\common_voice_mn_18594611.wav,.wav,4.44,Mangolian
14452,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_165\common_voice_mn_18577348.wav,.wav,9.456,Mangolian
14453,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_165\common_voice_mn_18577352.wav,.wav,6.936,Mangolian
14454,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_166\common_voice_mn_18608456.wav,.wav,5.904,Mangolian
14455,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_166\common_voice_mn_18608465.wav,.wav,4.056,Mangolian
14456,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_166\common_voice_mn_18608468.wav,.wav,3.936,Mangolian
14457,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_167\common_voice_mn_18667721.wav,.wav,5.16,Mangolian
14458,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_167\common_voice_mn_18667727.wav,.wav,4.776,Mangolian
14459,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_167\common_voice_mn_18667730.wav,.wav,5.256,Mangolian
14460,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_168\common_voice_mn_18586225.wav,.wav,5.784,Mangolian
14461,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_168\common_voice_mn_18586227.wav,.wav,6.0,Mangolian
14462,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_168\common_voice_mn_18586354.wav,.wav,7.896,Mangolian
14463,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_169\common_voice_mn_18578061.wav,.wav,5.664,Mangolian
14464,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_169\common_voice_mn_18578065.wav,.wav,4.704,Mangolian
14465,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_169\common_voice_mn_18578068.wav,.wav,5.976,Mangolian
14466,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_170\common_voice_mn_18967021.wav,.wav,7.656,Mangolian
14467,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_170\common_voice_mn_18967086.wav,.wav,5.856,Mangolian
14468,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_170\common_voice_mn_18967090.wav,.wav,4.704,Mangolian
14469,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_171\common_voice_mn_18583948.wav,.wav,4.176,Mangolian
14470,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_171\common_voice_mn_18583950.wav,.wav,5.304,Mangolian
14471,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_171\common_voice_mn_18583951.wav,.wav,5.016,Mangolian
14472,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_172\common_voice_mn_19673943.wav,.wav,5.256,Mangolian
14473,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_172\common_voice_mn_19673970.wav,.wav,4.344,Mangolian
14474,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_172\common_voice_mn_19673971.wav,.wav,5.256,Mangolian
14475,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_173\common_voice_mn_18581113.wav,.wav,4.968,Mangolian
14476,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_173\common_voice_mn_18581123.wav,.wav,4.08,Mangolian
14477,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_173\common_voice_mn_18581129.wav,.wav,6.72,Mangolian
14478,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_174\common_voice_mn_18603750.wav,.wav,6.144,Mangolian
14479,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_174\common_voice_mn_18603753.wav,.wav,4.464,Mangolian
14480,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_174\common_voice_mn_18603760.wav,.wav,5.256,Mangolian
14481,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_175\common_voice_mn_18980727.wav,.wav,6.504,Mangolian
14482,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_175\common_voice_mn_18980754.wav,.wav,4.584,Mangolian
14483,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_175\common_voice_mn_18980756.wav,.wav,3.864,Mangolian
14484,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_176\common_voice_mn_18583936.wav,.wav,4.272,Mangolian
14485,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_176\common_voice_mn_18583938.wav,.wav,4.776,Mangolian
14486,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_176\common_voice_mn_18583939.wav,.wav,4.152,Mangolian
14487,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_177\common_voice_mn_19459017.wav,.wav,4.584,Mangolian
14488,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_177\common_voice_mn_19459040.wav,.wav,6.384,Mangolian
14489,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_177\common_voice_mn_19486141.wav,.wav,4.176,Mangolian
14490,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_178\common_voice_mn_18597577.wav,.wav,4.464,Mangolian
14491,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_178\common_voice_mn_18597580.wav,.wav,7.656,Mangolian
14492,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_178\common_voice_mn_18597584.wav,.wav,4.584,Mangolian
14493,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_179\common_voice_mn_18579606.wav,.wav,5.112,Mangolian
14494,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_179\common_voice_mn_18579609.wav,.wav,5.736,Mangolian
14495,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_179\common_voice_mn_18579611.wav,.wav,5.976,Mangolian
14496,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_180\common_voice_mn_18578190.wav,.wav,6.864,Mangolian
14497,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_180\common_voice_mn_18578194.wav,.wav,5.616,Mangolian
14498,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_180\common_voice_mn_18578226.wav,.wav,4.8,Mangolian
14499,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_181\common_voice_mn_18578305.wav,.wav,7.464,Mangolian
14500,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_181\common_voice_mn_18578314.wav,.wav,6.144,Mangolian
14501,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_182\common_voice_mn_18584441.wav,.wav,3.888,Mangolian
14502,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_182\common_voice_mn_18584442.wav,.wav,4.584,Mangolian
14503,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_182\common_voice_mn_18584445.wav,.wav,2.88,Mangolian
14504,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_182\common_voice_mn_18584447.wav,.wav,4.008,Mangolian
14505,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_183\common_voice_mn_18578537.wav,.wav,6.384,Mangolian
14506,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_184\common_voice_mn_18578285.wav,.wav,5.784,Mangolian
14507,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_184\common_voice_mn_18578286.wav,.wav,7.944,Mangolian
14508,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_185\common_voice_mn_18692533.wav,.wav,5.64,Mangolian
14509,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_185\common_voice_mn_18692534.wav,.wav,7.968,Mangolian
14510,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_186\common_voice_mn_18578200.wav,.wav,5.664,Mangolian
14511,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_186\common_voice_mn_18578203.wav,.wav,6.624,Mangolian
14512,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_186\common_voice_mn_18578204.wav,.wav,4.344,Mangolian
14513,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_187\common_voice_mn_18580846.wav,.wav,5.184,Mangolian
14514,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_187\common_voice_mn_18580849.wav,.wav,8.016,Mangolian
14515,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_188\common_voice_mn_18950906.wav,.wav,7.824,Mangolian
14516,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_188\common_voice_mn_18950918.wav,.wav,4.416,Mangolian
14517,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_188\common_voice_mn_18950920.wav,.wav,3.576,Mangolian
14518,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_189\common_voice_mn_18578230.wav,.wav,5.376,Mangolian
14519,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_189\common_voice_mn_18578231.wav,.wav,6.384,Mangolian
14520,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_189\common_voice_mn_18578261.wav,.wav,5.424,Mangolian
14521,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_190\common_voice_mn_18725515.wav,.wav,6.84,Mangolian
14522,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_190\common_voice_mn_18725519.wav,.wav,6.696,Mangolian
14523,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_190\common_voice_mn_18725585.wav,.wav,5.976,Mangolian
14524,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_191\common_voice_mn_18577629.wav,.wav,5.784,Mangolian
14525,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_191\common_voice_mn_18577647.wav,.wav,8.496,Mangolian
14526,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_191\common_voice_mn_18577650.wav,.wav,5.784,Mangolian
14527,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_192\common_voice_mn_18577410.wav,.wav,5.136,Mangolian
14528,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Mangolian\train\mng_trn_sp_192\common_voice_mn_18577411.wav,.wav,6.864,Mangolian
