ID,wav,wav_format,duration,gender 
3958,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_81\common_voice_id_20953141.wav,.wav,4.272,female
3959,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_87\common_voice_id_20954435.wav,.wav,3.024,male
3960,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_56\common_voice_id_20891771.wav,.wav,3.48,female
3961,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_81\common_voice_id_20952954.wav,.wav,4.488,female
3962,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_87\common_voice_id_20953645.wav,.wav,3.816,male
3963,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_66\common_voice_id_20953389.wav,.wav,6.192,female
3964,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_87\common_voice_id_20954545.wav,.wav,3.624,male
3965,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_70\common_voice_id_19487563.wav,.wav,3.144,male
3966,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_71\common_voice_id_19647936.wav,.wav,3.024,male
3967,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_84\common_voice_id_20954044.wav,.wav,3.336,male
3968,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_85\common_voice_id_19197564.wav,.wav,3.288,male
3969,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_59\common_voice_id_20338961.wav,.wav,4.368,male
3970,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_1\common_voice_id_19882899.wav,.wav,3.744,male
3971,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_73\common_voice_id_20879253.wav,.wav,4.536,male
3972,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_53\common_voice_id_19959794.wav,.wav,3.744,male
3973,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_5\common_voice_id_20996336.wav,.wav,2.64,male
3974,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_81\common_voice_id_20952997.wav,.wav,4.776,female
3975,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_82\common_voice_id_20952940.wav,.wav,3.336,female
3976,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_77\common_voice_id_20387863.wav,.wav,2.904,male
3977,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_3\common_voice_id_20953935.wav,.wav,6.672,male
3978,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_71\common_voice_id_19647903.wav,.wav,2.832,male
3979,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_54\common_voice_id_20120743.wav,.wav,5.52,male
3980,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_81\common_voice_id_20955186.wav,.wav,4.008,female
3981,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_74\common_voice_id_20953505.wav,.wav,2.112,female
3982,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_78\common_voice_id_19402490.wav,.wav,4.512,male
3983,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_4\common_voice_id_19499771.wav,.wav,4.704,male
3984,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_59\common_voice_id_20339010.wav,.wav,3.504,male
3985,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_3\common_voice_id_20954200.wav,.wav,2.976,male
3986,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_5\common_voice_id_20985644.wav,.wav,2.328,male
3987,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_87\common_voice_id_20954757.wav,.wav,2.376,male
3988,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_69\common_voice_id_20953155.wav,.wav,5.04,female
3989,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_80\common_voice_id_20954510.wav,.wav,4.44,male
3990,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_86\common_voice_id_20953702.wav,.wav,3.432,male
3991,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_70\common_voice_id_19487470.wav,.wav,4.224,male
3992,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_87\common_voice_id_20953573.wav,.wav,2.064,male
3993,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_81\common_voice_id_20953140.wav,.wav,3.48,female
3994,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_57\common_voice_id_19653085.wav,.wav,4.128,male
3995,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_59\common_voice_id_20339041.wav,.wav,4.872,male
3996,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_76\common_voice_id_19982391.wav,.wav,4.056,male
3997,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_65\common_voice_id_19967677.wav,.wav,3.144,male
3998,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_84\common_voice_id_20954442.wav,.wav,3.624,male
3999,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_47\common_voice_id_19685343.wav,.wav,3.624,male
4000,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_76\common_voice_id_19986975.wav,.wav,5.424,male
4001,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_83\common_voice_id_20319103.wav,.wav,3.696,female
4002,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_82\common_voice_id_20957300.wav,.wav,4.728,female
4003,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_59\common_voice_id_20339012.wav,.wav,3.888,male
4004,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_3\common_voice_id_20953647.wav,.wav,3.456,male
4005,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_72\common_voice_id_19785560.wav,.wav,4.32,male
4006,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_20\common_voice_id_19080908.wav,.wav,3.504,male
4007,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_65\common_voice_id_19967693.wav,.wav,3.576,male
4008,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_76\common_voice_id_19987006.wav,.wav,5.976,male
4009,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_78\common_voice_id_19402669.wav,.wav,4.272,male
4010,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_4\common_voice_id_19392786.wav,.wav,3.264,male
4011,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_5\common_voice_id_20954043.wav,.wav,3.048,male
4012,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_4\common_voice_id_19487363.wav,.wav,2.664,male
4013,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_82\common_voice_id_20952962.wav,.wav,4.032,female
4014,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_1\common_voice_id_19816247.wav,.wav,3.264,male
4015,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_83\common_voice_id_20319119.wav,.wav,4.584,female
4016,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_68\common_voice_id_20785369.wav,.wav,4.296,male
4017,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_36\common_voice_id_19934335.wav,.wav,2.592,male
4018,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_84\common_voice_id_20953904.wav,.wav,4.176,male
4019,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_87\common_voice_id_20953860.wav,.wav,2.304,male
4020,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_83\common_voice_id_20263294.wav,.wav,5.136,female
4021,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_1\common_voice_id_19820873.wav,.wav,2.904,male
4022,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_70\common_voice_id_19487471.wav,.wav,3.216,male
4023,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_47\common_voice_id_19685340.wav,.wav,3.504,male
4024,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_3\common_voice_id_20953533.wav,.wav,5.064,male
4025,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_69\common_voice_id_20953114.wav,.wav,5.808,female
4026,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_79\common_voice_id_19800542.wav,.wav,3.984,male
4027,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_71\common_voice_id_19647985.wav,.wav,4.224,male
4028,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_77\common_voice_id_20387849.wav,.wav,4.2,male
4029,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_79\common_voice_id_19800583.wav,.wav,5.016,male
4030,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_87\common_voice_id_20954396.wav,.wav,1.584,male
4031,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_81\common_voice_id_20954849.wav,.wav,4.128,female
4032,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_87\common_voice_id_20955069.wav,.wav,3.096,male
4033,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_53\common_voice_id_19959852.wav,.wav,3.648,male
4034,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_53\common_voice_id_19959796.wav,.wav,3.336,male
4035,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_64\common_voice_id_20953100.wav,.wav,3.024,female
4036,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_86\common_voice_id_20954124.wav,.wav,1.968,male
4037,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_84\common_voice_id_20953963.wav,.wav,7.536,male
4038,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_65\common_voice_id_19967499.wav,.wav,2.856,male
4039,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_86\common_voice_id_20953758.wav,.wav,4.056,male
4040,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_72\common_voice_id_20971032.wav,.wav,5.376,male
4041,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_4\common_voice_id_19371123.wav,.wav,2.904,male
4042,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_83\common_voice_id_20319092.wav,.wav,3.384,female
4043,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_58\common_voice_id_19748979.wav,.wav,3.84,male
4044,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_72\common_voice_id_20971035.wav,.wav,3.144,male
4045,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_5\common_voice_id_20953187.wav,.wav,2.544,male
4046,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_79\common_voice_id_19800564.wav,.wav,3.336,male
4047,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_85\common_voice_id_19197567.wav,.wav,4.296,male
4048,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_25\common_voice_id_19668015.wav,.wav,7.224,female
4049,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_32\common_voice_id_19165776.wav,.wav,4.776,male
4050,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_47\common_voice_id_19685342.wav,.wav,3.984,male
4051,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_81\common_voice_id_20953319.wav,.wav,5.088,female
4052,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_83\common_voice_id_20263268.wav,.wav,4.104,female
4053,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_4\common_voice_id_19404374.wav,.wav,2.904,male
4054,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_1\common_voice_id_19778206.wav,.wav,2.856,male
4055,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_3\common_voice_id_20953997.wav,.wav,2.376,male
4056,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_72\common_voice_id_19785588.wav,.wav,3.792,male
4057,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_47\common_voice_id_19685317.wav,.wav,5.496,male
4058,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_44\common_voice_id_20540356.wav,.wav,3.264,male
4059,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_65\common_voice_id_19967608.wav,.wav,3.456,male
4060,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_5\common_voice_id_20977424.wav,.wav,2.856,male
4061,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_77\common_voice_id_20387931.wav,.wav,2.424,male
4062,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Indonesian\train\indo_trn_sp_5\common_voice_id_20953778.wav,.wav,3.096,male
